     T(MeV)         phi_e         thetah           tnuh           nbh           a/a_i             N              P             H2            He4
 .1078478D+01  0.9180082D-09  0.3024485D-20  0.9962068D+00  0.3794069D-08  0.9311074D+01  0.2673826D+00  0.7326172D+00  0.8080281D-12  0.1000000D-29
 .1071693D+01  0.9192673D-09  0.2986274D-20  0.9961426D+00  0.3722182D-08  0.9370592D+01  0.2665691D+00  0.7334308D+00  0.8091929D-12  0.1000000D-29
 .1064992D+01  0.9205188D-09  0.2948776D-20  0.9960779D+00  0.3652087D-08  0.9430121D+01  0.2657628D+00  0.7342371D+00  0.8104124D-12  0.1000000D-29
 .1056187D+01  0.9221760D-09  0.2899860D-20  0.9959911D+00  0.3561318D-08  0.9509510D+01  0.2646990D+00  0.7353009D+00  0.8121229D-12  0.1000000D-29
 .1049679D+01  0.9234104D-09  0.2863962D-20  0.9959256D+00  0.3495191D-08  0.9569064D+01  0.2639095D+00  0.7360904D+00  0.8134688D-12  0.1000000D-29
 .1041124D+01  0.9250449D-09  0.2817117D-20  0.9958376D+00  0.3409525D-08  0.9648489D+01  0.2628677D+00  0.7371321D+00  0.8153469D-12  0.1000000D-29
 .1034799D+01  0.9262624D-09  0.2782727D-20  0.9957712D+00  0.3347090D-08  0.9708070D+01  0.2620946D+00  0.7379053D+00  0.8168179D-12  0.1000000D-29
 .1026484D+01  0.9278748D-09  0.2737838D-20  0.9956820D+00  0.3266173D-08  0.9787530D+01  0.2610746D+00  0.7389253D+00  0.8188618D-12  0.1961323D-27
 .1018302D+01  0.9294747D-09  0.2694017D-20  0.9955922D+00  0.3187824D-08  0.9867010D+01  0.2600667D+00  0.7399332D+00  0.8209998D-12  0.2407118D-27
 .1012251D+01  0.9306667D-09  0.2661833D-20  0.9955243D+00  0.3130686D-08  0.9926634D+01  0.2593187D+00  0.7406812D+00  0.8226648D-12  0.2754102D-27
 .1004293D+01  0.9322453D-09  0.2619802D-20  0.9954333D+00  0.3056589D-08  0.1000615D+02  0.2583318D+00  0.7416681D+00  0.8249664D-12  0.3294332D-27
 .9984062D+00  0.9334215D-09  0.2588924D-20  0.9953645D+00  0.3002532D-08  0.1006580D+02  0.2575994D+00  0.7424005D+00  0.8267536D-12  0.3770599D-27
 .9906638D+00  0.9349794D-09  0.2548587D-20  0.9952723D+00  0.2932404D-08  0.1014536D+02  0.2566330D+00  0.7433669D+00  0.8292177D-12  0.4514910D-27
 .9830406D+00  0.9365257D-09  0.2509178D-20  0.9951794D+00  0.2864424D-08  0.1022493D+02  0.2556782D+00  0.7443217D+00  0.8317742D-12  0.5407781D-27
 .9755338D+00  0.9380605D-09  0.2470668D-20  0.9950858D+00  0.2798512D-08  0.1030453D+02  0.2547348D+00  0.7452651D+00  0.8344228D-12  0.6480237D-27
 .9699785D+00  0.9392042D-09  0.2442358D-20  0.9950152D+00  0.2750387D-08  0.1036424D+02  0.2540347D+00  0.7459652D+00  0.8364697D-12  0.7398819D-27
 .9626692D+00  0.9407195D-09  0.2405357D-20  0.9949204D+00  0.2687908D-08  0.1044387D+02  0.2531109D+00  0.7468890D+00  0.8392790D-12  0.8895836D-27
 .9554692D+00  0.9422237D-09  0.2369182D-20  0.9948249D+00  0.2627290D-08  0.1052353D+02  0.2521982D+00  0.7478017D+00  0.8421800D-12  0.1067531D-26
 .9483760D+00  0.9437172D-09  0.2333810D-20  0.9947288D+00  0.2568464D-08  0.1060321D+02  0.2512963D+00  0.7487036D+00  0.8451725D-12  0.1280425D-26
 .9413875D+00  0.9452000D-09  0.2299216D-20  0.9946320D+00  0.2511366D-08  0.1068291D+02  0.2504052D+00  0.7495946D+00  0.8482564D-12  0.1537170D-26
 .9345011D+00  0.9466724D-09  0.2265379D-20  0.9945346D+00  0.2455932D-08  0.1076263D+02  0.2495248D+00  0.7504751D+00  0.8514316D-12  0.1847904D-26
 .9294021D+00  0.9477699D-09  0.2240484D-20  0.9944610D+00  0.2415413D-08  0.1082244D+02  0.2488713D+00  0.7511286D+00  0.8538729D-12  0.2114541D-26
 .9226894D+00  0.9492243D-09  0.2207918D-20  0.9943624D+00  0.2362749D-08  0.1090220D+02  0.2480091D+00  0.7519907D+00  0.8572079D-12  0.2543559D-26
 .9160729D+00  0.9506688D-09  0.2176049D-20  0.9942631D+00  0.2311590D-08  0.1098199D+02  0.2471572D+00  0.7528427D+00  0.8606342D-12  0.3052619D-26
 .9095507D+00  0.9521034D-09  0.2144859D-20  0.9941631D+00  0.2261883D-08  0.1106180D+02  0.2463154D+00  0.7536844D+00  0.8641519D-12  0.3668769D-26
 .9015274D+00  0.9538831D-09  0.2106795D-20  0.9940373D+00  0.2201714D-08  0.1116159D+02  0.2452773D+00  0.7547226D+00  0.8686777D-12  0.4618949D-26
 .8952099D+00  0.9552961D-09  0.2077062D-20  0.9939358D+00  0.2155091D-08  0.1124145D+02  0.2444578D+00  0.7555421D+00  0.8724014D-12  0.5557223D-26
 .8889803D+00  0.9566999D-09  0.2047946D-20  0.9938337D+00  0.2109762D-08  0.1132134D+02  0.2436481D+00  0.7563518D+00  0.8762168D-12  0.6683748D-26
 .8828369D+00  0.9580945D-09  0.2019433D-20  0.9937309D+00  0.2065682D-08  0.1140125D+02  0.2428479D+00  0.7571519D+00  0.8801243D-12  0.8038138D-26
 .8767777D+00  0.9594800D-09  0.1991504D-20  0.9936274D+00  0.2022809D-08  0.1148118D+02  0.2420573D+00  0.7579426D+00  0.8841238D-12  0.9678291D-26
 .8708012D+00  0.9608567D-09  0.1964144D-20  0.9935233D+00  0.1981101D-08  0.1156114D+02  0.2412760D+00  0.7587239D+00  0.8882158D-12  0.1163845D-25
 .8649056D+00  0.9622247D-09  0.1937337D-20  0.9934185D+00  0.1940520D-08  0.1164112D+02  0.2405039D+00  0.7594960D+00  0.8924004D-12  0.1401374D-25
 .8576475D+00  0.9639227D-09  0.1904585D-20  0.9932866D+00  0.1891321D-08  0.1174113D+02  0.2395516D+00  0.7604483D+00  0.8977619D-12  0.1768200D-25
 .8519280D+00  0.9652717D-09  0.1878971D-20  0.9931804D+00  0.1853139D-08  0.1182117D+02  0.2387998D+00  0.7612000D+00  0.9021561D-12  0.2130076D-25
 .8462844D+00  0.9666125D-09  0.1853865D-20  0.9930735D+00  0.1815966D-08  0.1190123D+02  0.2380570D+00  0.7619429D+00  0.9066439D-12  0.2563801D-25
 .8393341D+00  0.9682771D-09  0.1823174D-20  0.9929389D+00  0.1770870D-08  0.1200134D+02  0.2371406D+00  0.7628592D+00  0.9123860D-12  0.3236902D-25
 .8338556D+00  0.9695998D-09  0.1799161D-20  0.9928305D+00  0.1735850D-08  0.1208146D+02  0.2364172D+00  0.7635826D+00  0.9170860D-12  0.3904115D-25
 .8284481D+00  0.9709149D-09  0.1775613D-20  0.9927215D+00  0.1701737D-08  0.1216160D+02  0.2357023D+00  0.7642975D+00  0.9218810D-12  0.4709191D-25
 .8217866D+00  0.9725480D-09  0.1746814D-20  0.9925843D+00  0.1660326D-08  0.1226182D+02  0.2348205D+00  0.7651794D+00  0.9280089D-12  0.5949607D-25
 .8165340D+00  0.9738461D-09  0.1724270D-20  0.9924738D+00  0.1628148D-08  0.1234202D+02  0.2341242D+00  0.7658756D+00  0.9330192D-12  0.7165688D-25
 .8100619D+00  0.9754584D-09  0.1696692D-20  0.9923348D+00  0.1589070D-08  0.1244231D+02  0.2332654D+00  0.7667345D+00  0.9394178D-12  0.9060819D-25
 .8049577D+00  0.9767403D-09  0.1675096D-20  0.9922228D+00  0.1558692D-08  0.1252257D+02  0.2325873D+00  0.7674126D+00  0.9446460D-12  0.1094977D-24
 .7986671D+00  0.9783328D-09  0.1648669D-20  0.9920819D+00  0.1521785D-08  0.1262293D+02  0.2317508D+00  0.7682491D+00  0.9513187D-12  0.1385806D-24
 .7924741D+00  0.9799146D-09  0.1622854D-20  0.9919401D+00  0.1486020D-08  0.1272333D+02  0.2309264D+00  0.7690735D+00  0.9581452D-12  0.1755482D-24
 .7875885D+00  0.9811725D-09  0.1602630D-20  0.9918259D+00  0.1458201D-08  0.1280368D+02  0.2302755D+00  0.7697244D+00  0.9637179D-12  0.2114350D-24
 .7815654D+00  0.9827357D-09  0.1577870D-20  0.9916822D+00  0.1424382D-08  0.1290416D+02  0.2294725D+00  0.7705274D+00  0.9708243D-12  0.2675343D-24
 .7756338D+00  0.9842889D-09  0.1553672D-20  0.9915375D+00  0.1391587D-08  0.1300468D+02  0.2286810D+00  0.7713188D+00  0.9780879D-12  0.3388279D-24
 .7709530D+00  0.9855244D-09  0.1534707D-20  0.9914210D+00  0.1366063D-08  0.1308512D+02  0.2280561D+00  0.7719438D+00  0.9840130D-12  0.4109498D-24
 .7651808D+00  0.9870602D-09  0.1511477D-20  0.9912746D+00  0.1335016D-08  0.1318572D+02  0.2272850D+00  0.7727149D+00  0.9915632D-12  0.5210644D-24
 .7594944D+00  0.9885867D-09  0.1488764D-20  0.9911271D+00  0.1304890D-08  0.1328636D+02  0.2265250D+00  0.7734749D+00  0.9992745D-12  0.6606578D-24
 .7538918D+00  0.9901041D-09  0.1466551D-20  0.9909786D+00  0.1275651D-08  0.1338704D+02  0.2257759D+00  0.7742240D+00  0.1007148D-11  0.8369795D-24
 .7483714D+00  0.9916127D-09  0.1444824D-20  0.9908291D+00  0.1247268D-08  0.1348776D+02  0.2250375D+00  0.7749624D+00  0.1015187D-11  0.1058851D-23
 .7440129D+00  0.9928133D-09  0.1427783D-20  0.9907089D+00  0.1225156D-08  0.1356838D+02  0.2244543D+00  0.7755455D+00  0.1021736D-11  0.1274389D-23
 .7386356D+00  0.9943064D-09  0.1406896D-20  0.9905576D+00  0.1198234D-08  0.1366918D+02  0.2237348D+00  0.7762651D+00  0.1030074D-11  0.1619520D-23
 .7333355D+00  0.9957914D-09  0.1386457D-20  0.9904054D+00  0.1172083D-08  0.1377003D+02  0.2230254D+00  0.7769745D+00  0.1038581D-11  0.2061431D-23
 .7281110D+00  0.9972682D-09  0.1366453D-20  0.9902522D+00  0.1146678D-08  0.1387092D+02  0.2223261D+00  0.7776738D+00  0.1047258D-11  0.2639388D-23
 .7229603D+00  0.9987373D-09  0.1346873D-20  0.9900980D+00  0.1121990D-08  0.1397186D+02  0.2216367D+00  0.7783632D+00  0.1056107D-11  0.3355982D-23
 .7168749D+00  0.1000490D-08  0.1323917D-20  0.9899116D+00  0.1093277D-08  0.1409305D+02  0.2208223D+00  0.7791776D+00  0.1066956D-11  0.4455545D-23
 .7118815D+00  0.1001943D-08  0.1305226D-20  0.9897553D+00  0.1070082D-08  0.1419408D+02  0.2201541D+00  0.7798458D+00  0.1076192D-11  0.5680040D-23
 .7069571D+00  0.1003388D-08  0.1286922D-20  0.9895980D+00  0.1047529D-08  0.1429517D+02  0.2194952D+00  0.7805046D+00  0.1085605D-11  0.7280787D-23
 .7021004D+00  0.1004827D-08  0.1268993D-20  0.9894397D+00  0.1025595D-08  0.1439630D+02  0.2188457D+00  0.7811542D+00  0.1095199D-11  0.9194717D-23
 .6973099D+00  0.1006258D-08  0.1251430D-20  0.9892804D+00  0.1004259D-08  0.1449748D+02  0.2182052D+00  0.7817947D+00  0.1104976D-11  0.1157784D-22
 .6916470D+00  0.1007967D-08  0.1230823D-20  0.9890880D+00  0.9794183D-09  0.1461895D+02  0.2174484D+00  0.7825515D+00  0.1116952D-11  0.1555727D-22
 .6869977D+00  0.1009385D-08  0.1214030D-20  0.9889266D+00  0.9593293D-09  0.1472023D+02  0.2168274D+00  0.7831725D+00  0.1127138D-11  0.1950027D-22
 .6824105D+00  0.1010796D-08  0.1197573D-20  0.9887643D+00  0.9397769D-09  0.1482156D+02  0.2162150D+00  0.7837849D+00  0.1137514D-11  0.2571773D-22
 .6769860D+00  0.1012482D-08  0.1178254D-20  0.9885682D+00  0.9169975D-09  0.1494321D+02  0.2154913D+00  0.7845086D+00  0.1150218D-11  0.3394338D-22
 .6725311D+00  0.1013880D-08  0.1162503D-20  0.9884037D+00  0.8985643D-09  0.1504464D+02  0.2148974D+00  0.7851025D+00  0.1161019D-11  0.4464992D-22
 .6672619D+00  0.1015550D-08  0.1144008D-20  0.9882051D+00  0.8770797D-09  0.1516642D+02  0.2141955D+00  0.7858044D+00  0.1174240D-11  0.6166048D-22
 .6629336D+00  0.1016937D-08  0.1128924D-20  0.9880386D+00  0.8596871D-09  0.1526796D+02  0.2136194D+00  0.7863805D+00  0.1185478D-11  0.7819369D-22
 .6578132D+00  0.1018593D-08  0.1111207D-20  0.9878375D+00  0.8394069D-09  0.1538987D+02  0.2129385D+00  0.7870614D+00  0.1199231D-11  0.1039494D-21
 .6536063D+00  0.1019968D-08  0.1096753D-20  0.9876688D+00  0.8229827D-09  0.1549152D+02  0.2123796D+00  0.7876203D+00  0.1210919D-11  0.1309278D-21
 .6486284D+00  0.1021611D-08  0.1079771D-20  0.9874652D+00  0.8038242D-09  0.1561356D+02  0.2117190D+00  0.7882809D+00  0.1225220D-11  0.1877933D-21
 .6437258D+00  0.1023248D-08  0.1063172D-20  0.9872602D+00  0.7852450D-09  0.1573567D+02  0.2110692D+00  0.7889307D+00  0.1239825D-11  0.2582130D-21
 .6396965D+00  0.1024607D-08  0.1049624D-20  0.9870884D+00  0.7701892D-09  0.1583749D+02  0.2105357D+00  0.7894642D+00  0.1252233D-11  0.3169698D-21
 .6349275D+00  0.1026232D-08  0.1033699D-20  0.9868809D+00  0.7526165D-09  0.1595973D+02  0.2099050D+00  0.7900948D+00  0.1267411D-11  0.4979978D-21
 .6302291D+00  0.1027850D-08  0.1018127D-20  0.9866722D+00  0.7355643D-09  0.1608205D+02  0.2092846D+00  0.7907153D+00  0.1282908D-11  0.6273567D-21
 .6255996D+00  0.1029464D-08  0.1002896D-20  0.9864620D+00  0.7190135D-09  0.1620444D+02  0.2086741D+00  0.7913258D+00  0.1298730D-11  0.7542872D-21
 .6217934D+00  0.1030804D-08  0.9904578D-21  0.9862859D+00  0.7055911D-09  0.1630649D+02  0.2081729D+00  0.7918270D+00  0.1312167D-11  0.1235812D-20
 .6172867D+00  0.1032407D-08  0.9758286D-21  0.9860733D+00  0.6899129D-09  0.1642902D+02  0.2075802D+00  0.7924196D+00  0.1328598D-11  0.1394672D-20
 .6128448D+00  0.1034005D-08  0.9615142D-21  0.9858595D+00  0.6746866D-09  0.1655162D+02  0.2069970D+00  0.7930028D+00  0.1345369D-11  0.1477385D-20
 .6084664D+00  0.1035599D-08  0.9475057D-21  0.9856442D+00  0.6598961D-09  0.1667429D+02  0.2064231D+00  0.7935767D+00  0.1362486D-11  0.1493645D-20
 .6041500D+00  0.1037187D-08  0.9337943D-21  0.9854277D+00  0.6455260D-09  0.1679705D+02  0.2058584D+00  0.7941415D+00  0.1379954D-11  0.1370904D-20
 .5998945D+00  0.1038772D-08  0.9203717D-21  0.9852099D+00  0.6315616D-09  0.1691988D+02  0.2053025D+00  0.7946974D+00  0.1397781D-11  0.1538425D-20
 .5950049D+00  0.1040615D-08  0.9050665D-21  0.9849541D+00  0.6157635D-09  0.1706327D+02  0.2046651D+00  0.7953348D+00  0.1419039D-11  0.5943758D-20
 .5908769D+00  0.1042191D-08  0.8922425D-21  0.9847334D+00  0.6026303D-09  0.1718627D+02  0.2041280D+00  0.7958719D+00  0.1437662D-11  0.9925285D-20
 .5868057D+00  0.1043763D-08  0.8796828D-21  0.9845114D+00  0.5898598D-09  0.1730934D+02  0.2035993D+00  0.7964006D+00  0.1456663D-11  0.1364476D-19
 .5827902D+00  0.1045332D-08  0.8673803D-21  0.9842881D+00  0.5774399D-09  0.1743249D+02  0.2030789D+00  0.7969210D+00  0.1476049D-11  0.1788029D-19
 .5781744D+00  0.1047158D-08  0.8533429D-21  0.9840260D+00  0.5633772D-09  0.1757626D+02  0.2024820D+00  0.7975179D+00  0.1499161D-11  0.1631523D-19
 .5742757D+00  0.1048720D-08  0.8415738D-21  0.9838000D+00  0.5516765D-09  0.1769959D+02  0.2019789D+00  0.7980210D+00  0.1519403D-11  0.1902101D-19
 .5704293D+00  0.1050279D-08  0.8300406D-21  0.9835726D+00  0.5402904D-09  0.1782299D+02  0.2014836D+00  0.7985162D+00  0.1540052D-11  0.2410752D-19
 .5660065D+00  0.1052094D-08  0.8168749D-21  0.9833058D+00  0.5273902D-09  0.1796705D+02  0.2009154D+00  0.7990844D+00  0.1564666D-11  0.2940697D-19
 .5622697D+00  0.1053648D-08  0.8058314D-21  0.9830757D+00  0.5166502D-09  0.1809063D+02  0.2004365D+00  0.7995634D+00  0.1586222D-11  0.3650618D-19
 .5579720D+00  0.1055457D-08  0.7932209D-21  0.9828057D+00  0.5044771D-09  0.1823490D+02  0.1998870D+00  0.8001129D+00  0.1611914D-11  0.4938747D-19
 .5543403D+00  0.1057006D-08  0.7826400D-21  0.9825728D+00  0.4943385D-09  0.1835865D+02  0.1994237D+00  0.8005761D+00  0.1634412D-11  0.6200437D-19
 .5501625D+00  0.1058811D-08  0.7705541D-21  0.9822996D+00  0.4828423D-09  0.1850313D+02  0.1988922D+00  0.8011077D+00  0.1661225D-11  0.7948364D-19
 .5460472D+00  0.1060614D-08  0.7587385D-21  0.9820247D+00  0.4716913D-09  0.1864772D+02  0.1983700D+00  0.8016299D+00  0.1688660D-11  0.9620823D-19
 .5419930D+00  0.1062414D-08  0.7471854D-21  0.9817481D+00  0.4608727D-09  0.1879242D+02  0.1978570D+00  0.8021429D+00  0.1716731D-11  0.1165212D-18
 .5385656D+00  0.1063956D-08  0.7374858D-21  0.9815096D+00  0.4518549D-09  0.1891654D+02  0.1974244D+00  0.8025755D+00  0.1741309D-11  0.1365228D-18
 .5346214D+00  0.1065754D-08  0.7263999D-21  0.9812299D+00  0.4416216D-09  0.1906145D+02  0.1969279D+00  0.8030720D+00  0.1770597D-11  0.1630569D-18
 .5307345D+00  0.1067550D-08  0.7155551D-21  0.9809485D+00  0.4316873D-09  0.1920648D+02  0.1964400D+00  0.8035599D+00  0.1800560D-11  0.1943846D-18
 .5269037D+00  0.1069346D-08  0.7049446D-21  0.9806654D+00  0.4220410D-09  0.1935162D+02  0.1959605D+00  0.8040393D+00  0.1831215D-11  0.2286184D-18
 .5231279D+00  0.1071141D-08  0.6945616D-21  0.9803807D+00  0.4126726D-09  0.1949688D+02  0.1954893D+00  0.8045105D+00  0.1862575D-11  0.2644423D-18
 .5194057D+00  0.1072935D-08  0.6843998D-21  0.9800943D+00  0.4035722D-09  0.1964226D+02  0.1950262D+00  0.8049737D+00  0.1894656D-11  0.3052719D-18
 .5157362D+00  0.1074729D-08  0.6744528D-21  0.9798063D+00  0.3947304D-09  0.1978775D+02  0.1945710D+00  0.8054289D+00  0.1927474D-11  0.3532998D-18
 .5121181D+00  0.1076523D-08  0.6647147D-21  0.9795166D+00  0.3861380D-09  0.1993337D+02  0.1941236D+00  0.8058763D+00  0.1961045D-11  0.4043174D-18
 .5085505D+00  0.1078317D-08  0.6551797D-21  0.9792253D+00  0.3777865D-09  0.2007910D+02  0.1936837D+00  0.8063162D+00  0.1995387D-11  0.4560593D-18
 .5045336D+00  0.1080368D-08  0.6445240D-21  0.9788905D+00  0.3685262D-09  0.2024579D+02  0.1931901D+00  0.8068098D+00  0.2035599D-11  0.5205752D-18
 .5010704D+00  0.1082164D-08  0.6354056D-21  0.9785957D+00  0.3606632D-09  0.2039178D+02  0.1927659D+00  0.8072339D+00  0.2071649D-11  0.5859675D-18
 .4976545D+00  0.1083960D-08  0.6264733D-21  0.9782994D+00  0.3530160D-09  0.2053789D+02  0.1923489D+00  0.8076510D+00  0.2108524D-11  0.6563293D-18
 .4938073D+00  0.1086014D-08  0.6164865D-21  0.9779588D+00  0.3445313D-09  0.2070502D+02  0.1918808D+00  0.8081191D+00  0.2151702D-11  0.7339872D-18
 .4904893D+00  0.1087813D-08  0.6079364D-21  0.9776590D+00  0.3373225D-09  0.2085138D+02  0.1914784D+00  0.8085214D+00  0.2190409D-11  0.8178965D-18
 .4867516D+00  0.1089870D-08  0.5983738D-21  0.9773145D+00  0.3293208D-09  0.2101881D+02  0.1910268D+00  0.8089731D+00  0.2235730D-11  0.9177756D-18
 .4835275D+00  0.1091672D-08  0.5901844D-21  0.9770114D+00  0.3225196D-09  0.2116545D+02  0.1906385D+00  0.8093613D+00  0.2276358D-11  0.1009384D-17
 .4798948D+00  0.1093734D-08  0.5810226D-21  0.9766631D+00  0.3149674D-09  0.2133318D+02  0.1902026D+00  0.8097973D+00  0.2323928D-11  0.1122934D-17
 .4767606D+00  0.1095541D-08  0.5731740D-21  0.9763567D+00  0.3085456D-09  0.2148008D+02  0.1898278D+00  0.8101721D+00  0.2366572D-11  0.1232215D-17
 .4732284D+00  0.1097608D-08  0.5643908D-21  0.9760046D+00  0.3014119D-09  0.2164812D+02  0.1894069D+00  0.8105930D+00  0.2416502D-11  0.1364208D-17
 .4697482D+00  0.1099679D-08  0.5558010D-21  0.9756504D+00  0.2944897D-09  0.2181633D+02  0.1889938D+00  0.8110061D+00  0.2467737D-11  0.1508530D-17
 .4663188D+00  0.1101753D-08  0.5473991D-21  0.9752943D+00  0.2877714D-09  0.2198470D+02  0.1885882D+00  0.8114116D+00  0.2520312D-11  0.1666015D-17
 .4629391D+00  0.1103830D-08  0.5391796D-21  0.9749363D+00  0.2812494D-09  0.2215324D+02  0.1881901D+00  0.8118098D+00  0.2574263D-11  0.1832889D-17
 .4596081D+00  0.1105912D-08  0.5311373D-21  0.9745762D+00  0.2749168D-09  0.2232194D+02  0.1877992D+00  0.8122007D+00  0.2629624D-11  0.2017229D-17
 .4563246D+00  0.1107998D-08  0.5232672D-21  0.9742142D+00  0.2687668D-09  0.2249082D+02  0.1874153D+00  0.8125845D+00  0.2686434D-11  0.2215612D-17
 .4530877D+00  0.1110089D-08  0.5155644D-21  0.9738503D+00  0.2627930D-09  0.2265986D+02  0.1870384D+00  0.8129615D+00  0.2744729D-11  0.2430483D-17
 .4498965D+00  0.1112184D-08  0.5080242D-21  0.9734844D+00  0.2569890D-09  0.2282908D+02  0.1866682D+00  0.8133317D+00  0.2804550D-11  0.2664547D-17
 .4467498D+00  0.1114284D-08  0.5006420D-21  0.9731166D+00  0.2513491D-09  0.2299847D+02  0.1863046D+00  0.8136953D+00  0.2865937D-11  0.2916279D-17
 .4436469D+00  0.1116389D-08  0.4934136D-21  0.9727469D+00  0.2458675D-09  0.2316803D+02  0.1859475D+00  0.8140524D+00  0.2928931D-11  0.3192701D-17
 .4405868D+00  0.1118500D-08  0.4863346D-21  0.9723754D+00  0.2405388D-09  0.2333776D+02  0.1855966D+00  0.8144033D+00  0.2993575D-11  0.3489614D-17
 .4371942D+00  0.1120881D-08  0.4785444D-21  0.9719551D+00  0.2347201D-09  0.2352892D+02  0.1852092D+00  0.8147906D+00  0.3068326D-11  0.3855913D-17
 .4342222D+00  0.1123004D-08  0.4717698D-21  0.9715795D+00  0.2296991D-09  0.2369903D+02  0.1848713D+00  0.8151286D+00  0.3136623D-11  0.4210943D-17
 .4309265D+00  0.1125399D-08  0.4643121D-21  0.9711548D+00  0.2242141D-09  0.2389061D+02  0.1844981D+00  0.8155018D+00  0.3215599D-11  0.4647313D-17
 .4280388D+00  0.1127535D-08  0.4578246D-21  0.9707753D+00  0.2194791D-09  0.2406109D+02  0.1841725D+00  0.8158274D+00  0.3287758D-11  0.5070510D-17
 .4248360D+00  0.1129945D-08  0.4506809D-21  0.9703462D+00  0.2143046D-09  0.2425310D+02  0.1838128D+00  0.8161870D+00  0.3371204D-11  0.5591391D-17
 .4220291D+00  0.1132094D-08  0.4444646D-21  0.9699629D+00  0.2098358D-09  0.2442396D+02  0.1834989D+00  0.8165009D+00  0.3447448D-11  0.6097408D-17
 .4189153D+00  0.1134521D-08  0.4376175D-21  0.9695294D+00  0.2049502D-09  0.2461639D+02  0.1831521D+00  0.8168477D+00  0.3535619D-11  0.6720148D-17
 .4158471D+00  0.1136956D-08  0.4309209D-21  0.9690938D+00  0.2002096D-09  0.2480906D+02  0.1828120D+00  0.8171879D+00  0.3626403D-11  0.7404882D-17
 .4128235D+00  0.1139401D-08  0.4243704D-21  0.9686558D+00  0.1956086D-09  0.2500195D+02  0.1824782D+00  0.8175217D+00  0.3719878D-11  0.8159093D-17
 .4098436D+00  0.1141854D-08  0.4179617D-21  0.9682157D+00  0.1911423D-09  0.2519508D+02  0.1821507D+00  0.8178492D+00  0.3816125D-11  0.8987930D-17
 .4069064D+00  0.1144318D-08  0.4116909D-21  0.9677733D+00  0.1868057D-09  0.2538844D+02  0.1818292D+00  0.8181706D+00  0.3915228D-11  0.9901761D-17
 .4040110D+00  0.1146791D-08  0.4055541D-21  0.9673288D+00  0.1825943D-09  0.2558204D+02  0.1815138D+00  0.8184861D+00  0.4017276D-11  0.1090819D-16
 .4011565D+00  0.1149275D-08  0.3995474D-21  0.9668821D+00  0.1785036D-09  0.2577587D+02  0.1812041D+00  0.8187958D+00  0.4122356D-11  0.1201647D-16
 .3983420D+00  0.1151769D-08  0.3936673D-21  0.9664332D+00  0.1745295D-09  0.2596993D+02  0.1809001D+00  0.8190998D+00  0.4230561D-11  0.1323900D-16
 .3955668D+00  0.1154273D-08  0.3879103D-21  0.9659822D+00  0.1706678D-09  0.2616424D+02  0.1806017D+00  0.8193982D+00  0.4341987D-11  0.1458579D-16
 .3925282D+00  0.1157068D-08  0.3816537D-21  0.9654786D+00  0.1665042D-09  0.2638041D+02  0.1802764D+00  0.8197235D+00  0.4469691D-11  0.1624680D-16
 .3898331D+00  0.1159596D-08  0.3761454D-21  0.9650232D+00  0.1628672D-09  0.2657522D+02  0.1799891D+00  0.8200107D+00  0.4588243D-11  0.1790655D-16
 .3871748D+00  0.1162135D-08  0.3707499D-21  0.9645657D+00  0.1593311D-09  0.2677027D+02  0.1797070D+00  0.8202928D+00  0.4710332D-11  0.1973488D-16
 .3842633D+00  0.1164969D-08  0.3648837D-21  0.9640549D+00  0.1555163D-09  0.2698728D+02  0.1793994D+00  0.8206004D+00  0.4850266D-11  0.2199579D-16
 .3816802D+00  0.1167532D-08  0.3597167D-21  0.9635931D+00  0.1521820D-09  0.2718285D+02  0.1791278D+00  0.8208721D+00  0.4980181D-11  0.2425316D-16
 .3788504D+00  0.1170394D-08  0.3540971D-21  0.9630775D+00  0.1485834D-09  0.2740043D+02  0.1788315D+00  0.8211684D+00  0.5129094D-11  0.2704049D-16
 .3760623D+00  0.1173271D-08  0.3486018D-21  0.9625595D+00  0.1450926D-09  0.2761831D+02  0.1785409D+00  0.8214590D+00  0.5282968D-11  0.3015685D-16
 .3733150D+00  0.1176163D-08  0.3432272D-21  0.9620391D+00  0.1417057D-09  0.2783650D+02  0.1782558D+00  0.8217440D+00  0.5441972D-11  0.3364229D-16
 .3708764D+00  0.1178779D-08  0.3384905D-21  0.9615686D+00  0.1387431D-09  0.2803314D+02  0.1780040D+00  0.8219959D+00  0.5589608D-11  0.3712829D-16
 .3682041D+00  0.1181701D-08  0.3333357D-21  0.9610436D+00  0.1355431D-09  0.2825191D+02  0.1777291D+00  0.8222708D+00  0.5758851D-11  0.4144164D-16
 .3655699D+00  0.1184639D-08  0.3282920D-21  0.9605162D+00  0.1324365D-09  0.2847099D+02  0.1774594D+00  0.8225405D+00  0.5933752D-11  0.4626952D-16
 .3629732D+00  0.1187593D-08  0.3233560D-21  0.9599865D+00  0.1294200D-09  0.2869039D+02  0.1771947D+00  0.8228052D+00  0.6114506D-11  0.5167520D-16
 .3601591D+00  0.1190861D-08  0.3180474D-21  0.9594011D+00  0.1262019D-09  0.2893208D+02  0.1769092D+00  0.8230907D+00  0.6320336D-11  0.5837531D-16
 .3576384D+00  0.1193850D-08  0.3133281D-21  0.9588666D+00  0.1233641D-09  0.2915213D+02  0.1766546D+00  0.8233452D+00  0.6514046D-11  0.6523935D-16
